Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Poster,imdbRating,imdbVotes,imdbID,Type,saturation,brightness,entropy,sharpness,contrast,colorfulness,hex_0,hex_1,hex_2,hex_3,hex_4
Araby,2017,N/A,05 Apr 2018,97 min,Drama,"João Dumans, Affonso Uchoa","João Dumans, Affonso Uchoa",https://m.media-amazon.com/images/M/MV5BNWFhZDgxOWQtOGQwYi00ZTY1LWI3N2EtOGU0ZDc3N2U1YWM5XkEyXkFqcGdeQXVyNTU3MTY2Mg@@._V1_SX300.jpg,7.3,"1,176",tt6400280,movie,24.838028345666626,18.41119612023914,2.4646608475479743,1306.6621748237187,35.049294148629976,17.49644862207653,#a69a95,#faf8f7,#805748,#45312e,#211a19
She's Lost Control,2014,Not Rated,20 Mar 2015,90 min,Drama,Anja Marquardt,Anja Marquardt,https://m.media-amazon.com/images/M/MV5BMTQ0NzM3OTIzOF5BMl5BanBnXkFtZTgwNTM3MjM5NDE@._V1_SX300.jpg,5.2,873,tt3130776,movie,20.286958948373357,20.614863773224645,2.42162734082397,727.5275498579585,37.12021709939033,11.892885013985252,#716a6a,#444042,#b0a7a7,#2b2424,#191c20
Journey to Planet X,2012,Not Rated,20 Apr 2012,76 min,"Documentary, Comedy, Drama","Myles Kane, Josh Koury",N/A,https://m.media-amazon.com/images/M/MV5BMjY0NDgwMDA5Nl5BMl5BanBnXkFtZTgwODQyODM2MTE@._V1_SX300.jpg,6.7,86,tt2321379,movie,20.906543425913462,20.32248695053918,2.7846934591914567,2242.818616584018,65.02002825262548,47.99253938860315,#e7e2e1,#0f71bd,#918382,#463b3b,#030203
The Eagle,2011,PG-13,11 Feb 2011,114 min,"Action, Adventure, Drama",Kevin Macdonald,"Jeremy Brock, Rosemary Sutcliff",https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg,6.2,"70,279",tt1034389,movie,34.41317764559007,33.222551222736286,4.579283239700374,2003.4868009931406,71.50328206418753,24.68298661170636,#e5decb,#b0a68d,#7a735f,#464034,#0e0b08
Zomboyashchik,2018,N/A,25 Jan 2018,62 min,Comedy,Konstantin Smirnov,N/A,https://m.media-amazon.com/images/M/MV5BZmJhMDU4MjItZGVlNC00MWFjLWEwYjUtMzBlYTY3NTkxZjEwXkEyXkFqcGdeQXVyMzY1NDY0NzI@._V1_SX300.jpg,2.8,238,tt7926840,movie,68.93641194795676,37.67897807097917,4.534928446261683,4847.775635170405,69.08864034948962,67.01097022911543,#ece0d8,#bc9477,#bc5925,#642d18,#180804
The Flying Machine,2011,Not Rated,04 Nov 2011,85 min,"Animation, Adventure, Family","Martin Clapp, Geoff Lindsey, Dorota Kobiela","Geoff Lindsey, Marianela Maldonado, Robin Todd",https://m.media-amazon.com/images/M/MV5BMTY4OTQyOTE5Nl5BMl5BanBnXkFtZTcwNzcxNjc1Ng@@._V1_SX300.jpg,4.7,366,tt1537314,movie,35.73874347187041,58.88796322356694,3.851625299043062,1430.96289628061,58.06283932992815,42.555911951880034,#caa266,#f1eee2,#3d2914,#5d5852,#7d97b0
The Dark Side of the Moon,2015,N/A,14 Jan 2016,98 min,"Mystery, Thriller",Stephan Rick,"Catharina Junk, David Marconi, Stephan Rick",https://m.media-amazon.com/images/M/MV5BMTA2MDk3MmItMzcwZC00NTg3LTkyNzktMjIwNzlmNDVjMTdlXkEyXkFqcGdeQXVyNjk1OTk0Mg@@._V1_SX300.jpg,6.3,"7,408",tt1726252,movie,57.98522844914167,29.94917103169085,3.9101061367218284,3120.7741049016954,69.5552366135865,31.84633827160778,#eff4f5,#91abb2,#426572,#193038,#01070b
"Blood, Sweat + Vinyl: DIY in the 21st Century",2011,N/A,08 Oct 2011,92 min,"Documentary, Biography, Music",Kenneth Thomas,N/A,https://m.media-amazon.com/images/M/MV5BYWIwZTRhOGUtMTE4NC00YjAyLWI1NjgtMzY0YWQzMzJlNTAwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.9,121,tt1996196,movie,34.710207846317765,50.03358936437511,4.7876561232765615,1611.1436565202407,40.74044577056543,28.661122447939047,#443933,#131011,#a88c7a,#82644f,#977864
The Satellite Girl and Milk Cow,2014,N/A,20 Feb 2014,81 min,"Animation, Comedy, Family",Hyeong-yoon Jang,"Hyeong-yoon Jang, Eun-Kyung Jung, Amanda Céline Miller",https://m.media-amazon.com/images/M/MV5BMWVmY2JlZTAtMTQ5Mi00YmMyLTk1YTMtMzVkNmVhMTZlNDcyXkEyXkFqcGdeQXVyODA4ODIwNDM@._V1_SX300.jpg,5.8,412,tt3897760,movie,42.005843906189924,39.953393310265284,4.290930392156863,2412.636418058532,67.15317735404373,47.402893285086996,#a1a2a9,#3384ae,#e8e3e7,#425162,#171b26
Perekhodim k lyubvi,1975,N/A,N/A,127 min,"Drama, Romance","Oleg Fialko, Aleksei Mishurin",Aleksandr Satsky,https://m.media-amazon.com/images/M/MV5BZGQ4YmM1OTEtYzA5NC00ODNjLTk2NmQtY2IxM2IwZGY0YTdmL2ltYWdlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,N/A,N/A,tt4851684,movie,0.0,18.320980392156862,3.4638967803030303,1944.2329762972909,61.75700291679602,0.0,#e9e9e9,#afafaf,#717171,#3a3a3a,#090909
Te presento a Laura,2010,Not Rated,29 Oct 2010,90 min,"Action, Comedy, Family",Fez Noriega,Martha Higareda,https://m.media-amazon.com/images/M/MV5BMTkwNjk4NjY0Ml5BMl5BanBnXkFtZTgwMDM1OTE2MzE@._V1_SX300.jpg,5.9,772,tt1684928,movie,33.85410293699748,67.4081339952861,4.210514173060528,3025.037913704559,70.79935182863711,61.21912760497875,#6a5c57,#eedbbf,#232022,#9ccad0,#d9ab6b
Buck,2011,PG,16 Feb 2012,88 min,Documentary,Cindy Meehl,N/A,https://m.media-amazon.com/images/M/MV5BMTc2NDgxNDkyMl5BMl5BanBnXkFtZTcwODIxOTMxNQ@@._V1_SX300.jpg,7.6,"3,320",tt1753549,movie,45.67016922645657,61.34645834255448,4.609664221218962,1434.2455016937665,63.213691922518976,46.66931201815097,#8198b0,#b89a60,#3e1c07,#7c5834,#dad6ca
Tomorrow You're Gone,2012,Not Rated,01 Nov 2012,93 min,Thriller,David Jacobson,Matthew F. Jones,https://m.media-amazon.com/images/M/MV5BMTQ0Njk5OTcwNl5BMl5BanBnXkFtZTcwMzUyNzgyOQ@@._V1_SX300.jpg,3.6,"1,764",tt1838475,movie,39.91361386502167,42.44869795109055,4.738378745318352,3686.553955829089,80.05902975723875,34.898338622671325,#eeede8,#b7aa99,#676f75,#273747,#0b121c
Sommer in Orange,2011,N/A,18 Aug 2011,110 min,Comedy,Marcus H. Rosenmüller,"Ursula Gruber, Georg Gruber",https://m.media-amazon.com/images/M/MV5BZWQ5NDhmNmItYTU3Mi00ZGZiLTlhZTYtZjc2ZjJlMjhkYjc4XkEyXkFqcGdeQXVyNjUxNDQyNTk@._V1_SX300.jpg,6.2,"1,030",tt1608334,movie,73.22906793048973,70.1731003933959,4.696990521327014,1749.4253162025911,42.136989242244326,96.86713685790374,#629aaf,#21436e,#e6a156,#72361b,#d35b22
Sea Wolf,2009–,N/A,N/A,180 min,"Adventure, Drama, Romance",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjE2MzM0MzIzMl5BMl5BanBnXkFtZTcwMzg4OTI1Mg@@._V1_SX300.jpg,6.3,989,tt1215482,series,33.61178628684178,49.9132784560365,4.813986831761007,2880.0272110438664,67.33614215080274,26.51387110473894,#a2b3ba,#d4e0e2,#687d8b,#455462,#152632
The Brink,2017,N/A,10 Nov 2017,101 min,"Action, Adventure, Crime","Mikel Arteta, Jonathan Li, Prince Oak Oakleyski",Paco Wong,https://m.media-amazon.com/images/M/MV5BNGVjMjAzNTMtNTU0OS00YzBhLWI3ZWMtYWJiZTA4MjI4NGQxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,5.6,650,tt7223050,movie,25.47703081232493,63.73518829754124,5.410642857142857,6996.290229266755,71.40602005425981,34.49870115803553,#625267,#988694,#2b1d2e,#c0b8c1,#e8e4e8
12 Years,2010,G,25 Sep 2010,4 min,"Animation, Short",Daniel Nocke,Daniel Nocke,https://m.media-amazon.com/images/M/MV5BMjM5ODU2MDE3Ml5BMl5BanBnXkFtZTgwNzk5OTUzOTE@._V1_SX300.jpg,6.2,102,tt1598753,movie,67.53075816993464,24.967676470588234,3.5082020833333334,947.5417446597221,54.28570029852283,50.36531029684403,#e0b76c,#ac8145,#714b20,#361707,#060201
O.J.: Made in America,2016,TV-MA,20 May 2016,467 min,"Documentary, Biography, Crime",Ezra Edelman,N/A,https://m.media-amazon.com/images/M/MV5BNGNmYmY3OTktMWM1Ni00NTU1LTk0ZjctMDcwYjViMjY0MTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.9,"19,793",tt5275892,movie,75.17151268915975,6.533983983983984,1.8245340653153153,1678.507168244765,34.46894843321561,10.708276407491956,#f9fafb,#9a9b9a,#5e474b,#242627,#000304
Footnotes,2016,N/A,14 Jul 2017,85 min,"Comedy, Musical","Paul Calori, Kostia Testut","Paul Calori, Kostia Testut",https://m.media-amazon.com/images/M/MV5BMjM5NDk2MzgwOF5BMl5BanBnXkFtZTgwNTkwOTc3MjI@._V1_SX300.jpg,5.6,135,tt4875774,movie,83.84812513769553,66.44790482485129,3.8676996722846444,4529.279018710375,64.13791685671208,103.98474981543242,#ae3d38,#e4a483,#fae7c8,#780413,#b7040b
Beauty and the Least: The Misadventures of Ben Banks,2012,TV-PG,07 May 2013,85 min,"Comedy, Drama, Romance",Bryce Clark,Bryce Clark,https://m.media-amazon.com/images/M/MV5BMTU2OTk3NDk4Nl5BMl5BanBnXkFtZTgwODY4NzU5OTE@._V1_SX300.jpg,4.1,459,tt1714828,movie,22.099011007911937,87.73014562550166,3.883341100146199,1279.600365494458,50.56086408607521,48.14560973377749,#411c36,#9b5561,#d3998e,#e3c7b5,#f7ebdb
Captain Fantastic,2016,R,29 Jul 2016,118 min,"Comedy, Drama",Matt Ross,Matt Ross,https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_SX300.jpg,7.8,"215,916",tt3553976,movie,48.838689872952926,52.42425791290299,4.0008632958801496,1999.394877370646,66.622111502495,48.148643131464624,#7e3c2c,#93a5bb,#d6dfea,#5b75a2,#211a1c
Spread Your Wings,2019,N/A,26 Aug 2019,113 min,"Adventure, Drama, Family",Nicolas Vanier,"Lilou Fogli, Christian Moullec, Matthieu Petit",https://m.media-amazon.com/images/M/MV5BOGI4OWU3MWYtODM5Ny00ZWEzLWI4YmItYWExZmJiM2MyODk5XkEyXkFqcGdeQXVyMjU3Nzg4MDk@._V1_SX300.jpg,7.2,"2,275",tt10204940,movie,44.826359477124186,66.66571241830066,4.544903645833333,3383.4697309832636,60.32523697342367,56.68419239720606,#0b1722,#d2e3ec,#4279a3,#274a6e,#75a5c7
She Doesn't Want to Sleep Alone,2012,N/A,05 Jul 2013,83 min,Drama,Natalia Beristáin,"Natalia Beristáin, Abril Schmucler, Gabriela Vidal",https://m.media-amazon.com/images/M/MV5BMTM5Nzc1NDYwNF5BMl5BanBnXkFtZTgwMDI0MTUxMTE@._V1_SX300.jpg,6.5,207,tt2767992,movie,66.61445867964672,58.65650303837382,5.347899102263856,6527.716037589924,64.05701069601196,101.8840819870057,#e3e735,#bad1d4,#6d6e3e,#1d1e0d,#279ec1
This Changes Everything,2015,Not Rated,02 Oct 2015,89 min,Documentary,Avi Lewis,Naomi Klein,https://m.media-amazon.com/images/M/MV5BMTk3NDMxNzczOV5BMl5BanBnXkFtZTgwNjYzOTE3NjE@._V1_SX300.jpg,6.4,605,tt1870548,movie,69.39428067856356,70.40408900638907,3.886565074906367,2634.7500898714243,54.55894909867323,109.11622787533321,#f6f9e0,#d48a3d,#e61f26,#094d61,#61afbc
Bienvenue à bord,2011,Not Rated,05 Oct 2011,95 min,Comedy,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes",https://m.media-amazon.com/images/M/MV5BMTdjMDc5MDEtMDNiNC00ZDVmLWEyZWItZTY3NDM3YjY2MzkzXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_SX300.jpg,5.5,"1,753",tt1890377,movie,40.42412091503268,72.13596078431372,4.972418229166666,5193.05295991493,67.77399583253346,78.10171961009709,#d8271e,#202940,#3c93c9,#a99287,#e0e2e5
A Night at the Garden,2017,TV-PG,N/A,7 min,"Documentary, Short, History",Marshall Curry,N/A,https://m.media-amazon.com/images/M/MV5BMThmZjZmZjctZmY3OS00MmY5LWI2ODYtNTAwMDg5YTk4MGNkXkEyXkFqcGdeQXVyOTgwNzIyOTU@._V1_SX300.jpg,6.6,"1,512",tt7535612,movie,4.4201713870733474,26.356098765432098,4.028701851851852,4902.855168118026,74.0558884153467,13.779489285754142,#e7e4e4,#a6a2a2,#716a6b,#393537,#050506
Before I Wake,2016,PG-13,05 Jan 2018,97 min,"Drama, Fantasy, Horror",Mike Flanagan,"Mike Flanagan, Jeff Howard",https://m.media-amazon.com/images/M/MV5BMjIwMDE3MTMyMl5BMl5BanBnXkFtZTgwMjc2NjY3NTE@._V1_SX300.jpg,6.2,"46,305",tt3174376,movie,91.74660542895838,61.19712065006183,4.099202796546547,542.2708689607965,34.077916147867484,124.89749308909495,#530908,#9b170c,#180203,#cc220f,#e32712
Ramen Shop,2018,N/A,22 Mar 2019,89 min,Drama,Eric Khoo,"Fong Cheng Tan, Kim Hoh Wong",https://m.media-amazon.com/images/M/MV5BZjc0MjMwNTYtNjMyYy00ZWUxLWE5ZTEtYTBjNmE3MzljM2Y1XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,6.7,"2,085",tt6720618,movie,13.462660856935367,83.33282788671023,4.0517462962962965,5089.465962879505,54.292707298507665,34.02108414416331,#40424f,#8d7d80,#bdafad,#d2d7d4,#f8fafa
Liberation Day,2016,N/A,31 Mar 2017,100 min,"Documentary, Music","Ugis Olte, Morten Traavik",Morten Traavik,https://m.media-amazon.com/images/M/MV5BNGJiZjE0ZmUtZTI4Yi00YTVlLWJmNTQtNDJmOGY4MGRlODk3XkEyXkFqcGdeQXVyNjQ0MjA3Njk@._V1_SX300.jpg,7.5,850,tt5847760,movie,29.528943205897274,85.63438087563793,2.462576816971081,1998.8446786205923,85.23436611395668,76.11360317070702,#2d0d08,#c76952,#f0bfa0,#981d1c,#fefdfc
Custody,2016,TV-14,19 Feb 2017,104 min,Drama,James Lapine,James Lapine,https://m.media-amazon.com/images/M/MV5BNTc2NWRiNjEtOWJmNS00MDYyLTkzM2YtOTZiN2RiZTZkOTEwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,6.4,"1,175",tt4575930,movie,49.56968144615203,31.031443207913796,4.334722222222222,5152.7845638158415,50.90755007741541,52.379110811248445,#dfe4ee,#ba141a,#5e73a9,#283359,#0f1220
Dr. Horrible's Sing-Along Blog,2008,TV-PG,15 Jul 2008,42 min,"Short, Comedy, Musical",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.4,"43,300",tt1227926,series,70.46258701930384,43.035199878400974,4.372875968992248,2776.4487839134677,73.20368581268613,61.69536782221915,#e5edf3,#8f90ba,#2e3cad,#121967,#050820
Road Hard,2015,Not Rated,06 Mar 2015,98 min,Comedy,"Adam Carolla, Kevin Hench","Adam Carolla, Kevin Hench",https://m.media-amazon.com/images/M/MV5BMjI5MjA3MzIxMV5BMl5BanBnXkFtZTgwMDA5NjY2NDE@._V1_SX300.jpg,6.0,"1,861",tt3110770,movie,52.47540574282147,70.67277667621356,2.64406484082397,426.31617693271056,22.518232620899024,66.16519163872948,#18614c,#bdc6ae,#b2765e,#c7402c,#5bb18f
Milton Glaser: To Inform and Delight,2008,Not Rated,N/A,73 min,"Documentary, Biography",Wendy Keys,N/A,https://m.media-amazon.com/images/M/MV5BMTY5MDQ1NjYxNl5BMl5BanBnXkFtZTcwODM5MjU0Mg@@._V1_SX300.jpg,7.0,229,tt1275724,movie,33.17060461238406,62.320228683728615,2.81446872627183,4115.4168299640405,98.34686885446472,59.80556526264581,#6c201d,#1e5a6b,#c86656,#060202,#ede6d7
Elegy,2014,N/A,10 Sep 2014,16 min,"Short, Sci-Fi",Lewis Farinella,Erin Spofford,https://m.media-amazon.com/images/M/MV5BMTJiOGYyMjktNjlmZi00Yzg0LWIyZDMtNTJmYjljOWEyYzNkXkEyXkFqcGdeQXVyMjQ1NTU3Nzg@._V1_SX300.jpg,N/A,43,tt5769236,movie,27.117190994916484,42.92873202614379,4.557664814814815,2278.52226438321,63.74833346947827,16.76242010885851,#e4ded4,#b1b0ae,#786a68,#4d4043,#22131f
My Dear Enemy,2008,N/A,25 Sep 2008,123 min,"Adventure, Comedy, Drama",Yoon-ki Lee,"Yoon-ki Lee, Eun-yeong Park, Asuko Taira",https://m.media-amazon.com/images/M/MV5BMjIwMDI0MDQ0M15BMl5BanBnXkFtZTgwNTIwMzA2MDE@._V1_SX300.jpg,7.0,807,tt1330205,movie,27.12432679738562,58.3157908496732,4.111589322916666,1564.2594496597223,63.39244575699107,35.39742811462507,#1d1d1d,#387980,#d9dcdf,#95979a,#614c57
A Faster Horse,2015,Not Rated,08 Oct 2015,85 min,Documentary,David Gelb,N/A,https://m.media-amazon.com/images/M/MV5BMTYwODkxMjE0M15BMl5BanBnXkFtZTgwMzExODU3NjE@._V1_SX300.jpg,6.7,674,tt3762974,movie,66.13859153270919,67.9673909203321,3.557147850975976,4888.285919085245,74.64737089485999,129.04107658176864,#b4a1b6,#4d5381,#13102b,#fbf9fa,#c1090f
The Mummy,2017,PG-13,09 Jun 2017,110 min,"Action, Adventure, Fantasy",Alex Kurtzman,"David Koepp, Christopher McQuarrie, Dylan Kussman",https://m.media-amazon.com/images/M/MV5BMTkwMTgwODAxMl5BMl5BanBnXkFtZTgwNTEwNTQ3MDI@._V1_SX300.jpg,5.4,"185,731",tt2345759,movie,26.848044031647746,14.114289645682835,3.649970614035088,1594.2999813087592,45.731680488107706,9.164857074252879,#d1c6b7,#89837a,#4a4947,#242524,#030404
He's Out There,2018,R,31 Aug 2018,89 min,"Horror, Thriller",Dennis Iliadis,Mike Scannell,https://m.media-amazon.com/images/M/MV5BNzQyMjY4OTMzMl5BMl5BanBnXkFtZTgwMDgzMzcyNjM@._V1_SX300.jpg,5.2,"8,560",tt4052050,movie,25.403815818462217,33.51426011603143,4.553629213483146,888.1239699397662,58.47908708007723,40.442174270218096,#b2090c,#bcc8b8,#75817b,#414c4b,#161d1f
Up the Yangtze,2007,Not Rated,11 Jul 2008,93 min,Documentary,Yung Chang,Yung Chang,https://m.media-amazon.com/images/M/MV5BMTc2MjkzNzAxMF5BMl5BanBnXkFtZTcwNjAzNzg5MQ@@._V1_SX300.jpg,7.5,"1,880",tt1114277,movie,9.266461208629238,65.01243170009081,3.47533812642369,826.8488533553686,58.11553538331959,12.782983940986693,#201d25,#606856,#dee2e5,#b6babc,#878b8b
7 Days in Entebbe,2018,PG-13,16 Mar 2018,107 min,"Action, Drama, History",José Padilha,Gregory Burke,https://m.media-amazon.com/images/M/MV5BMjAwNDMzNzg0Nl5BMl5BanBnXkFtZTgwOTkxNjY2NDM@._V1_SX300.jpg,5.8,"15,814",tt5466186,movie,78.63186311228611,77.4770184328413,1.7058224485018727,882.5795580429519,61.35948349518963,180.75554485865004,#f57b7a,#d11011,#fdf5f5,#060000,#fc0000
Torrente 5,2014,Not Rated,03 Oct 2014,105 min,"Action, Comedy",Santiago Segura,Santiago Segura,https://m.media-amazon.com/images/M/MV5BMTk0Mjk4Njc4M15BMl5BanBnXkFtZTgwNDExNjg4MjE@._V1_SX300.jpg,5.3,"4,196",tt3321428,movie,50.77833370896251,36.36827586206896,4.977157567049808,5546.543739106355,57.59710436884867,40.90856616597928,#e2d2b4,#b79973,#766654,#50342a,#0f1c1f
Last Letter,2018,N/A,09 Nov 2018,114 min,"Drama, Romance",Shunji Iwai,"Shunji Iwai, Nan Wu",https://m.media-amazon.com/images/M/MV5BZjQ4OWRkNTctOWYzZC00ZGVlLWFkNmUtNGI0YTRkMzc5MTY1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,6.5,689,tt9078374,movie,9.41301276065982,80.2585869903517,3.0390972222222223,711.7520990142984,65.20754690919817,24.49080431344411,#3f393e,#988c88,#75635f,#cec8c3,#f6f6f6
Adventures in Public School,2017,TV-14,27 Apr 2018,86 min,Comedy,Kyle Rideout,"Josh Epstein, Kyle Rideout",https://m.media-amazon.com/images/M/MV5BZDg1OTkzNGYtNTk0NS00MGY1LWIxMjAtZmE2ZjhiMjE0Yjg5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,5.9,"2,034",tt3364264,movie,62.66801307189542,82.63948366013072,4.100358854166666,5694.4918624165975,61.69710116590602,111.59972146737556,#381b25,#9e6146,#61bdd7,#edcbab,#fbe331
Bad Dads,2011,N/A,23 Feb 2011,14 min,"Short, Comedy, Drama",Derek Westerman,Derek Westerman,https://m.media-amazon.com/images/M/MV5BMjI4MDM3OTc2Ml5BMl5BanBnXkFtZTcwOTUwODM0NA@@._V1_SX300.jpg,6.6,86,tt1776078,movie,40.95527975292681,26.992814766932415,3.644260073260073,2318.9141516126074,60.0607626864125,33.16829946283391,#dbede9,#97b2b1,#87754b,#413927,#0b0a07
Slow West,2015,R,16 Apr 2015,84 min,"Action, Adventure, Drama",John Maclean,John Maclean,https://m.media-amazon.com/images/M/MV5BNTYxNDA5ODk5NF5BMl5BanBnXkFtZTgwNzMwMzIwNTE@._V1_SX300.jpg,6.9,"45,498",tt3205376,movie,27.37748042159807,62.1091444385562,3.555257835960961,2218.806435682924,94.36622475422469,54.20193726098844,#e8d144,#855a43,#548bad,#201a1b,#f6f7f7
Elizabeth Harvest,2018,R,10 Aug 2018,108 min,"Horror, Sci-Fi, Thriller",Sebastian Gutierrez,Sebastian Gutierrez,https://m.media-amazon.com/images/M/MV5BMjM0MjQxMjQ1NV5BMl5BanBnXkFtZTgwMjQ5NDM5NTM@._V1_SX300.jpg,5.8,"8,542",tt6852872,movie,46.69680562915857,45.220155449567216,3.652990334084084,2421.8866007863717,89.7420999759261,32.45497141600905,#62442f,#c7b28e,#1f3843,#e4d5b7,#0b0f10
My Kidnapper,2010,N/A,11 Feb 2011,83 min,"Documentary, Biography, Crime","Mark Henderson, Kate Horne",N/A,https://m.media-amazon.com/images/M/MV5BOWUxODQzZWItMjQ1MC00ZTNiLWEwZDQtM2M1MmVlYTAzOWI1XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,6.6,75,tt1611931,movie,23.281262327416172,30.901798352477087,4.395940890039448,391.1596236028928,52.93211033274767,34.64697750761602,#8a2635,#bcb1b4,#0c0809,#645d64,#352f36
Russendisko,2012,N/A,29 Mar 2012,100 min,Comedy,Oliver Ziegenbalg,"Oliver Ziegenbalg, Wladimir Kaminer",https://m.media-amazon.com/images/M/MV5BMjE3OTUwMzIyNF5BMl5BanBnXkFtZTgwNTg1OTkyMTE@._V1_SX300.jpg,5.5,"1,764",tt1639093,movie,49.71763175215441,58.71067640170823,4.936573965651834,3761.4742720515596,75.42611724138224,91.99552128100264,#d7051c,#7d8384,#e7ebec,#191e22,#197fa9
Once Fallen,2010,R,24 Apr 2010,93 min,Crime,Ash Adams,Ash Adams,https://m.media-amazon.com/images/M/MV5BMTcwODMzNjc3M15BMl5BanBnXkFtZTcwMDkwMzQ5Mw@@._V1_SX300.jpg,4.7,"1,353",tt1087524,movie,42.51571826865945,63.79978975273093,4.234966491841492,4388.544981796387,95.50585514678572,50.91710906332463,#b36f5e,#7a3724,#e0b5aa,#2b0d06,#fcf8f6
Paradise Lost,2018,N/A,29 Sep 2018,110 min,"Drama, Music",Monique Gardenberg,N/A,https://m.media-amazon.com/images/M/MV5BZDVkOGViM2YtYmQ3Mi00MmJjLWE2ZTQtZGU5MmE3OTc3YzFmXkEyXkFqcGdeQXVyMTk5MTg0MjM@._V1_SX300.jpg,6.9,691,tt8513302,movie,79.88406621908022,44.140127161975904,4.737380007558579,2770.977826073784,48.07186535538434,68.93237738052561,#3fbcdb,#da8d7e,#a0394d,#2b0723,#6c0a2e
Downhill,2014,N/A,30 May 2014,98 min,"Comedy, Drama",James Rouse,"Torben Betts, Benjamin Howell, James Rouse",https://m.media-amazon.com/images/M/MV5BOTkzOTA0ODIxNl5BMl5BanBnXkFtZTgwMjc5Mzg1MTE@._V1_SX300.jpg,6.4,155,tt2701390,movie,8.025215809594277,82.26328770501911,3.3343514150943396,2278.733378224754,54.055564783855836,19.391669920920357,#55727d,#2a3235,#b1bcbc,#d3ddda,#f5f6f6
Angamaly Diaries,2017,Not Rated,03 Mar 2017,132 min,"Action, Comedy, Thriller",Lijo Jose Pellissery,Chemban Vinod Jose,https://m.media-amazon.com/images/M/MV5BZmQ3NDc1NGYtMTkzOC00MTUzLTgyNjYtZDM2MmU3M2M2M2Y1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,7.9,"6,114",tt6167894,movie,80.2524632632096,75.7289978709783,4.872085706150342,3254.760508407664,58.93589073536592,104.81615139475193,#ddcb7c,#5b1b1a,#905f12,#c2902e,#f7d722
Zakrytye prostranstva,2008,N/A,14 Aug 2008,95 min,"Comedy, Drama",Igor Lebedev,Igor Lebedev,https://m.media-amazon.com/images/M/MV5BMjg5NzA3MTY3MV5BMl5BanBnXkFtZTcwODU5MTM5MQ@@._V1_SX300.jpg,6.5,555,tt1279976,movie,12.33330198586229,84.22779580257362,2.6774832633892887,4846.790207667535,80.49513097157681,29.358246992616937,#723450,#a57f8d,#0a070a,#d9c9cc,#fdfcfd
Open Season 3,2010,PG,25 Jan 2011,75 min,"Animation, Adventure, Comedy",Cody Cameron,"John B. Carls, Steve Moore, David I. Stern",https://m.media-amazon.com/images/M/MV5BN2M3Y2ZmNGUtYjVkYy00MTQ5LTkzYmMtM2E3MTgxMWZhNTQ4XkEyXkFqcGdeQXVyNDEyNjEzOTg@._V1_SX300.jpg,5.0,"11,661",tt1646926,movie,60.353830065359475,76.33547131445171,5.158946296296296,3431.442960957805,63.048175876496934,94.25455215274677,#d3e2d7,#342527,#2e97c9,#bd5a3f,#f0c96f
Fagbug,2009,Not Rated,20 Apr 2009,83 min,"Documentary, Adventure, Drama",Erin Davies,N/A,https://m.media-amazon.com/images/M/MV5BMTgzMzI4MTk4M15BMl5BanBnXkFtZTcwNTc0Mjc1NA@@._V1_SX300.jpg,6.7,149,tt1320378,movie,49.02143981680263,43.054020959559814,3.9985857664233575,2183.2975230285156,61.70446351932617,42.943488836505104,#d9dce5,#8b9abf,#977c5b,#57422f,#252411
CSNY/Déjà Vu,2008,R,10 Jul 2008,96 min,"Documentary, Music","Neil Young, Benjamin Johnson","Mike Cerre, Neil Young",https://m.media-amazon.com/images/M/MV5BYWYzYjQ5NDYtMWU5NS00OGVhLWIyMjEtMmI3ZmQ0NDQ3YWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.0,473,tt1157620,movie,34.70652417123005,33.53484366719661,4.882708333333333,2883.1483584934035,57.11569271937484,41.034866760745146,#ccc8cd,#954030,#877f80,#4b4a52,#1d1518
